subject,trial_number,trial_type,stimuli_sequence,complexity,trial_looking_time
SS1630953874745,2,deviant,BDBBBB,simple,13596.299999952316
SS1630953874745,3,background,BDBBBB,simple,5638.600000143051
SS1630953874745,4,background,BDBBBB,simple,4406.799999952316
SS1630953874745,5,background,BDBBBB,simple,1086.2999999523165
SS1630953874745,6,background,BDBBBB,simple,555.0999999046326
SS1630953874745,1,background,BBBDBB,complex,13982.299999952316
SS1630953874745,2,background,BBBDBB,complex,18469.099999904633
SS1630953874745,3,background,BBBDBB,complex,2740.900000095367
SS1630953874745,4,deviant,BBBDBB,complex,9870.900000095367
SS1630953874745,5,background,BBBDBB,complex,2167.899999856949
SS1630953874745,6,background,BBBDBB,complex,906.1999998092653
SS1630953874745,1,background,BBBBBB,complex,4597.600000143051
SS1630953874745,2,background,BBBBBB,complex,8318.299999952316
SS1630953874745,3,background,BBBBBB,complex,6685.299999952316
SS1630953874745,4,background,BBBBBB,complex,1625.2000000476835
SS1630953874745,5,background,BBBBBB,complex,611
SS1630953874745,6,background,BBBBBB,complex,2576.399999856949
SS1630953874745,1,background,BBBBBB,simple,3151.800000190735
SS1630953874745,2,background,BBBBBB,simple,1636.1000001430511
SS1630953874745,3,background,BBBBBB,simple,1658.0999999046326
SS1630953874745,4,background,BBBBBB,simple,645
SS1630953874745,5,background,BBBBBB,simple,511.7999999523163
SS1630953874745,6,background,BBBBBB,simple,647.8999998569489
SS1630953874745,1,background,BBBBBD,simple,10346.700000047684
SS1630953874745,2,background,BBBBBD,simple,3173.2999999523163
SS1630953874745,3,background,BBBBBD,simple,3146.2000000476837
SS1630953874745,4,background,BBBBBD,simple,875
SS1630953874745,5,background,BBBBBD,simple,791.3000001907349
SS1630953874745,6,deviant,BBBBBD,simple,8629.199999809265
SS1630953874745,1,background,BBBDBB,simple,2280.199999809265
SS1630953874745,2,background,BBBDBB,simple,858.4000000953674
SS1630953874745,3,background,BBBDBB,simple,895.6000001430511
SS1630953874745,4,deviant,BBBDBB,simple,889.7000000476837
SS1630953874745,5,background,BBBDBB,simple,708.2999999523163
SS1630953874745,6,background,BBBDBB,simple,2237.300000190735
SS1630954089174,1,background,BDBBBB,complex,4389.299999952316
SS1630954089174,2,deviant,BDBBBB,complex,5296.799999952316
SS1630954089174,3,background,BDBBBB,complex,2010.6000001430511
SS1630954089174,4,background,BDBBBB,complex,3086.099999904633
SS1630954089174,5,background,BDBBBB,complex,1003.4000000953674
SS1630954089174,6,background,BDBBBB,complex,1292
SS1630954089174,1,background,BBBDBB,simple,3400.5
SS1630954089174,2,background,BBBDBB,simple,1744.6999998092651
SS1630954089174,3,background,BBBDBB,simple,857.2999999523163
SS1630954089174,4,deviant,BBBDBB,simple,1244.2000000476835
SS1630954089174,5,background,BBBDBB,simple,865.7999999523163
SS1630954089174,6,background,BBBDBB,simple,536.7000000476837
SS1630954089174,1,background,BBBBBD,complex,3695.599999904633
SS1630954089174,2,background,BBBBBD,complex,1436
SS1630954089174,3,background,BBBBBD,complex,2656.399999856949
SS1630954089174,4,background,BBBBBD,complex,2694.7000000476837
SS1630954089174,5,background,BBBBBD,complex,1022.2999999523164
SS1630954089174,6,deviant,BBBBBD,complex,3394.2999999523163
SS1630954089174,1,background,BBBDBB,complex,3161.5
SS1630954089174,2,background,BBBDBB,complex,513.5
SS1630954089174,3,background,BBBDBB,complex,571.9000000953674
SS1630954089174,4,deviant,BBBDBB,complex,2577.7999999523163
SS1630954089174,5,background,BBBDBB,complex,2743.899999856949
SS1630954089174,6,background,BBBDBB,complex,1058.5999999046326
SS1630954089174,1,background,BBBBBB,simple,796.1000001430511
SS1630954089174,2,background,BBBBBB,simple,2214.099999904633
SS1630954089174,3,background,BBBBBB,simple,713.6000001430511
SS1630954089174,4,background,BBBBBB,simple,638.6000001430511
SS1630954089174,5,background,BBBBBB,simple,545.7000000476837
SS1630954089174,6,background,BBBBBB,simple,586.1999998092651
SS1630954089174,1,background,BBBBBB,complex,4300.599999904633
SS1630954089174,2,background,BBBBBB,complex,2522.300000190735
SS1630954089174,3,background,BBBBBB,complex,3573.399999856949
SS1630954089174,4,background,BBBBBB,complex,12182.299999952316
SS1630954089174,5,background,BBBBBB,complex,1579.1999998092651
SS1630954089174,6,background,BBBBBB,complex,558.0999999046326
SS1630954089174,1,background,BBBBBD,simple,1123.2999999523165
SS1630954089174,2,background,BBBBBD,simple,1025.7999999523165
SS1630954089174,3,background,BBBBBD,simple,645
SS1630954089174,4,background,BBBBBD,simple,1007
SS1630954089174,5,background,BBBBBD,simple,574.2000000476837
SS1630954089174,6,deviant,BBBBBD,simple,1520.1999998092651
SS1630954089174,1,background,BDBBBB,simple,3162.5
SS1630954089174,2,deviant,BDBBBB,simple,571.0999999046326
SS1630954089174,3,background,BDBBBB,simple,664.7999999523163
SS1630954089174,4,background,BDBBBB,simple,535.3999998569489
SS1630954089174,5,background,BDBBBB,simple,1371.2999999523165
SS1630954089174,6,background,BDBBBB,simple,756.9000000953674
SS1630955462809,1,background,BBBDBB,simple,5825.19999999553
SS1630955462809,2,background,BBBDBB,simple,3553.70000000298
SS1630955462809,3,background,BBBDBB,simple,2690.89999999851
SS1630955462809,4,deviant,BBBDBB,simple,2953.5
SS1630955462809,5,background,BBBDBB,simple,2053
SS1630955462809,6,background,BBBDBB,simple,2501.60000000149
SS1630955462809,1,background,BBBBBB,complex,4702.20000000298
SS1630955462809,2,background,BBBBBB,complex,1639.39999999851
SS1630955462809,3,background,BBBBBB,complex,1344.7000000029802
SS1630955462809,4,background,BBBBBB,complex,698.3000000044703
SS1630955462809,5,background,BBBBBB,complex,1202.2999999970198
SS1630955462809,6,background,BBBBBB,complex,841.7000000029802
SS1630955462809,1,background,BBBBBD,simple,934.8000000044703
SS1630955462809,2,background,BBBBBD,simple,1145.9000000059605
SS1630955462809,3,background,BBBBBD,simple,675.1000000014901
SS1630955462809,4,background,BBBBBD,simple,1539.8000000044703
SS1630955462809,5,background,BBBBBD,simple,1002.2999999970198
SS1630955462809,6,deviant,BBBBBD,simple,1640.2999999970198
SS1630955462809,1,background,BDBBBB,simple,1133.39999999851
SS1630955462809,2,deviant,BDBBBB,simple,980.5
SS1630955462809,3,background,BDBBBB,simple,618.1000000014901
SS1630955462809,4,background,BDBBBB,simple,619.7000000029802
SS1630955462809,5,background,BDBBBB,simple,638.6000000014901
SS1630955462809,6,background,BDBBBB,simple,535.7000000029802
SS1630955462809,1,background,BBBBBD,complex,1003.0999999940396
SS1630955462809,2,background,BBBBBD,complex,917.60000000149
SS1630955462809,3,background,BBBBBD,complex,1308.7000000029802
SS1630955462809,4,background,BBBBBD,complex,938.0999999940396
SS1630955462809,5,background,BBBBBD,complex,603.7000000029802
SS1630955462809,6,deviant,BBBBBD,complex,1252
SS1630955462809,1,background,BDBBBB,complex,1693.4000000059605
SS1630955462809,2,deviant,BDBBBB,complex,826.6999999955297
SS1630955462809,3,background,BDBBBB,complex,767.5
SS1630955462809,4,background,BDBBBB,complex,503.5
SS1630955462809,5,background,BDBBBB,complex,907.10000000149
SS1630955462809,6,background,BDBBBB,complex,994.1999999955297
SS1630955462809,1,background,BBBBBB,simple,1117.0999999940395
SS1630955462809,2,background,BBBBBB,simple,1565.7999999970198
SS1630955462809,3,background,BBBBBB,simple,1577.10000000149
SS1630955462809,4,background,BBBBBB,simple,739.5
SS1630955462809,5,background,BBBBBB,simple,518
SS1630955462809,6,background,BBBBBB,simple,869.2000000029802
SS1630955462809,1,background,BBBDBB,complex,1796
SS1630955462809,2,background,BBBDBB,complex,873.8000000044703
SS1630955462809,3,background,BBBDBB,complex,794.3999999985099
SS1630955462809,4,deviant,BBBDBB,complex,1239.60000000149
SS1630955462809,5,background,BBBDBB,complex,908.6999999955297
SS1630955462809,6,background,BBBDBB,complex,524.2000000029802
SS1630955697569,1,background,BBBBBB,complex,2336.70000000298
SS1630955697569,2,background,BBBBBB,complex,2053.800000011921
SS1630955697569,3,background,BBBBBB,complex,2927.79999999702
SS1630955697569,4,background,BBBBBB,complex,1329.8999999910593
SS1630955697569,5,background,BBBBBB,complex,1245.7000000029802
SS1630955697569,6,background,BBBBBB,complex,1383.4000000059605
SS1630955697569,1,background,BDBBBB,complex,3405.9000000059605
SS1630955697569,2,deviant,BDBBBB,complex,2402.9000000059605
SS1630955697569,3,background,BDBBBB,complex,1357.7999999970198
SS1630955697569,4,background,BDBBBB,complex,2077.29999999702
SS1630955697569,5,background,BDBBBB,complex,3098.1000000089407
SS1630955697569,6,background,BDBBBB,complex,1458.0999999940395
SS1630955697569,1,background,BBBBBD,complex,4701.70000000298
SS1630955697569,2,background,BBBBBD,complex,526
SS1630955697569,3,background,BBBBBD,complex,1394.2999999970198
SS1630955697569,4,background,BBBBBD,complex,632.8000000119209
SS1630955697569,5,background,BBBBBD,complex,1860.9000000059605
SS1630955697569,6,deviant,BBBBBD,complex,2391.5
SS1630955697569,1,background,BDBBBB,simple,1667.5999999940395
SS1630955697569,2,deviant,BDBBBB,simple,5895.4000000059605
SS1630955697569,3,background,BDBBBB,simple,3990.29999999702
SS1630955697569,4,background,BDBBBB,simple,2255
SS1630955697569,5,background,BDBBBB,simple,3042.5
SS1630955697569,6,background,BDBBBB,simple,13774.20000000298
SS1630955697569,1,background,BBBDBB,complex,7264.399999991059
SS1630955697569,2,background,BBBDBB,complex,3093.79999999702
SS1630955697569,3,background,BBBDBB,complex,1747.7999999970198
SS1630955697569,4,deviant,BBBDBB,complex,1803.70000000298
SS1630955697569,5,background,BBBDBB,complex,1100.8999999910593
SS1630955697569,6,background,BBBDBB,complex,794.7000000029802
SS1630955697569,1,background,BBBBBB,simple,4827.899999991059
SS1630955697569,2,background,BBBBBB,simple,1256.2999999970198
SS1630955697569,3,background,BBBBBB,simple,1092.0999999940395
SS1630955697569,4,background,BBBBBB,simple,807.4000000059605
SS1630955697569,5,background,BBBBBB,simple,1191.5
SS1630955697569,6,background,BBBBBB,simple,1007.3999999910592
SS1630955697569,1,background,BBBDBB,simple,5586.899999991059
SS1630955697569,2,background,BBBDBB,simple,1984.9000000059605
SS1630955697569,3,background,BBBDBB,simple,2631.3999999910593
SS1630955697569,4,deviant,BBBDBB,simple,3644.5
SS1630955697569,5,background,BBBDBB,simple,1129.300000011921
SS1630955697569,6,background,BBBDBB,simple,2054.79999999702
SS1630955697569,1,background,BBBBBD,simple,3989.400000005961
SS1630955697569,2,background,BBBBBD,simple,1434.8999999910593
SS1630955697569,3,background,BBBBBD,simple,897.4000000059605
SS1630955697569,4,background,BBBBBD,simple,891.5999999940395
SS1630955697569,5,background,BBBBBD,simple,1235.7000000029802
SS1630955697569,6,deviant,BBBBBD,simple,2120
SS1630956031005,1,background,BBBBBB,simple,3735.699999999255
SS1630956031005,2,background,BBBBBB,simple,5219.299999999814
SS1630956031005,3,background,BBBBBB,simple,2905.100000000559
SS1630956031005,4,background,BBBBBB,simple,2890.7000000001863
SS1630956031005,5,background,BBBBBB,simple,5002.199999999255
SS1630956031005,6,background,BBBBBB,simple,2327.600000000559
SS1630956031005,1,background,BBBDBB,simple,3984.099999999627
SS1630956031005,2,background,BBBDBB,simple,13845
SS1630956031005,3,background,BBBDBB,simple,619
SS1630956031005,4,deviant,BBBDBB,simple,916.7999999998136
SS1630956031005,5,background,BBBDBB,simple,1016.2000000001864
SS1630956031005,6,background,BBBDBB,simple,4448
SS1630956031005,1,background,BBBDBB,complex,8694.099999999627
SS1630956031005,2,background,BBBDBB,complex,2998.4000000003725
SS1630956031005,3,background,BBBDBB,complex,862.5
SS1630956031005,4,deviant,BBBDBB,complex,1378.7999999998135
SS1630956031005,5,background,BBBDBB,complex,902.7999999998136
SS1630956031005,6,background,BBBDBB,complex,828.6000000005588
SS1630956031005,1,background,BDBBBB,simple,1092
SS1630956031005,2,deviant,BDBBBB,simple,764.2000000001863
SS1630956031005,3,background,BDBBBB,simple,687.5
SS1630956031005,4,background,BDBBBB,simple,592.7000000001863
SS1630956031005,5,background,BDBBBB,simple,638.2999999998137
SS1630956031005,6,background,BDBBBB,simple,662.1000000005588
SS1630956031005,1,background,BDBBBB,complex,1237.7999999998135
SS1630956031005,2,deviant,BDBBBB,complex,1100
SS1630956031005,3,background,BDBBBB,complex,871.6000000005588
SS1630956031005,4,background,BDBBBB,complex,1943.7999999998135
SS1630956031005,5,background,BDBBBB,complex,631.6999999992549
SS1630956031005,6,background,BDBBBB,complex,626
SS1630956031005,1,background,BBBBBD,simple,701.5
SS1630956031005,2,background,BBBBBD,simple,733.2000000001863
SS1630956031005,3,background,BBBBBD,simple,11317.299999999814
SS1630956031005,4,background,BBBBBD,simple,1479.7999999998135
SS1630956031005,5,background,BBBBBD,simple,756.0999999996275
SS1630956031005,6,deviant,BBBBBD,simple,2764.4000000003725
SS1630956031005,1,background,BBBBBD,complex,778.5999999996275
SS1630956031005,2,background,BBBBBD,complex,1566.7999999998135
SS1630956031005,3,background,BBBBBD,complex,763.1999999992549
SS1630956031005,4,background,BBBBBD,complex,679.2999999998137
SS1630956031005,5,background,BBBBBD,complex,651.9000000003725
SS1630956031005,6,deviant,BBBBBD,complex,731.3999999994412
SS1630956031005,1,background,BBBBBB,complex,1528.7999999998135
SS1630956031005,2,background,BBBBBB,complex,1257.7999999998135
SS1630956031005,3,background,BBBBBB,complex,3354.2000000001863
SS1630956031005,4,background,BBBBBB,complex,960.2000000001864
SS1630956031005,5,background,BBBBBB,complex,635.5
SS1630956031005,6,background,BBBBBB,complex,1982.5
SS1630945803732,1,background,BBBBBD,simple,6701.79999999702
SS1630945803732,2,background,BBBBBD,simple,6925.20000000298
SS1630945803732,3,background,BBBBBD,simple,1531.7000000029802
SS1630945803732,4,background,BBBBBD,simple,1542.1000000089407
SS1630945803732,5,background,BBBBBD,simple,1943.8999999910593
SS1630945803732,6,deviant,BBBBBD,simple,7464.29999999702
SS1630945803732,1,background,BBBBBB,simple,4306.4000000059605
SS1630945803732,2,background,BBBBBB,simple,3364.9000000059605
SS1630945803732,3,background,BBBBBB,simple,2597.0999999940395
SS1630945803732,4,background,BBBBBB,simple,1517.7000000029802
SS1630945803732,5,background,BBBBBB,simple,845.6000000089407
SS1630945803732,6,background,BBBBBB,simple,963.8999999910592
SS1630945803732,1,background,BBBDBB,simple,2628.199999988079
SS1630945803732,2,background,BBBDBB,simple,860.3000000119209
SS1630945803732,3,background,BBBDBB,simple,1175
SS1630945803732,4,deviant,BBBDBB,simple,1155.7999999970198
SS1630945803732,5,background,BBBDBB,simple,890.6999999880791
SS1630945803732,6,background,BBBDBB,simple,745.2999999970198
SS1630945803732,1,background,BBBBBD,complex,4014.099999994039
SS1630945803732,2,background,BBBBBD,complex,3235.5999999940395
SS1630945803732,3,background,BBBBBD,complex,756.5
SS1630945803732,4,background,BBBBBD,complex,1261.3999999910593
SS1630945803732,5,background,BBBBBD,complex,963.2999999970198
SS1630945803732,6,deviant,BBBBBD,complex,1731.5
SS1630945803732,1,background,BBBDBB,complex,1955.3999999910593
SS1630945803732,2,background,BBBDBB,complex,514.2000000029802
SS1630945803732,3,background,BBBDBB,complex,1265.2999999970198
SS1630945803732,4,deviant,BBBDBB,complex,1705.3999999910593
SS1630945803732,5,background,BBBDBB,complex,1105.0999999940395
SS1630945803732,6,background,BBBDBB,complex,889
SS1630945803732,1,background,BDBBBB,simple,904.6000000089408
SS1630945803732,2,deviant,BDBBBB,simple,1280.2000000029802
SS1630945803732,3,background,BDBBBB,simple,1319.9000000059605
SS1630945803732,4,background,BDBBBB,simple,601.3000000119209
SS1630945803732,5,background,BDBBBB,simple,712.7000000029802
SS1630945803732,6,background,BDBBBB,simple,550.7999999970198
SS1630945803732,1,background,BDBBBB,complex,1893.6000000089407
SS1630945803732,2,deviant,BDBBBB,complex,1720.3999999910593
SS1630945803732,3,background,BDBBBB,complex,648
SS1630945803732,4,background,BDBBBB,complex,515.7000000029802
SS1630945803732,5,background,BDBBBB,complex,568.9000000059605
SS1630945803732,6,background,BDBBBB,complex,900.8999999910592
SS1630945803732,1,background,BBBBBB,complex,789.9000000059605
SS1630945803732,2,background,BBBBBB,complex,522.0999999940395
SS1630945803732,3,background,BBBBBB,complex,527.8999999910593
SS1630945803732,4,background,BBBBBB,complex,736.9000000059605
SS1630945803732,5,background,BBBBBB,complex,1307.2999999970198
SS1630945803732,6,background,BBBBBB,complex,656
SS1630951612399,1,background,BDBBBB,complex,3728
SS1630951612399,2,deviant,BDBBBB,complex,3795
SS1630951612399,3,background,BDBBBB,complex,3288.9000000000233
SS1630951612399,4,background,BDBBBB,complex,2157
SS1630951612399,5,background,BDBBBB,complex,1762.1999999999534
SS1630951612399,6,background,BDBBBB,complex,1607
SS1630951612399,1,background,BBBBBD,complex,4120.599999999977
SS1630951612399,2,background,BBBBBD,complex,1719.4000000000233
SS1630951612399,3,background,BBBBBD,complex,986
SS1630951612399,4,background,BBBBBD,complex,1959
SS1630951612399,5,background,BBBBBD,complex,635.5
SS1630951612399,6,deviant,BBBBBD,complex,1258
SS1630951612399,1,background,BDBBBB,simple,4199.599999999977
SS1630951612399,2,deviant,BDBBBB,simple,1483.9000000000233
SS1630951612399,3,background,BDBBBB,simple,1545.2000000000116
SS1630951612399,4,background,BDBBBB,simple,1722.2999999999884
SS1630951612399,5,background,BDBBBB,simple,2159.2999999999884
SS1630951612399,6,background,BDBBBB,simple,601.5
SS1630951612399,1,background,BBBDBB,complex,1563.2000000000116
SS1630951612399,2,background,BBBDBB,complex,1811.2999999999884
SS1630951612399,3,background,BBBDBB,complex,1100.2999999999884
SS1630951612399,4,deviant,BBBDBB,complex,1250.9000000000233
SS1630951612399,5,background,BBBDBB,complex,552.1999999999534
SS1630951612399,6,background,BBBDBB,complex,553.0999999999767
SS1630951612399,1,background,BBBBBB,complex,1130.100000000035
SS1630951612399,2,background,BBBBBB,complex,1447.100000000035
SS1630951612399,3,background,BBBBBB,complex,795.0999999999767
SS1630951612399,4,background,BBBBBB,complex,632.5999999999767
SS1630951612399,5,background,BBBBBB,complex,845
SS1630951612399,6,background,BBBBBB,complex,785.2000000000116
SS1630951612399,1,background,BBBBBD,simple,1368.600000000035
SS1630951612399,2,background,BBBBBD,simple,945.4000000000232
SS1630951612399,3,background,BBBBBD,simple,705.0999999999767
SS1630951612399,4,background,BBBBBD,simple,664.2999999999884
SS1630951612399,5,background,BBBBBD,simple,659.9000000000233
SS1630951612399,6,deviant,BBBBBD,simple,633.8999999999651
SS1630951612399,1,background,BBBDBB,simple,967.2999999999884
SS1630951612399,2,background,BBBDBB,simple,620.7000000000116
SS1630951612399,3,background,BBBDBB,simple,558.2000000000116
SS1630951612399,4,deviant,BBBDBB,simple,821.6999999999534
SS1630951612399,5,background,BBBDBB,simple,579.7999999999884
SS1630951612399,6,background,BBBDBB,simple,620.2999999999884
SS1630951612399,1,background,BBBBBB,simple,1126.4000000000233
SS1630951612399,2,background,BBBBBB,simple,643.5999999999767
SS1630951612399,3,background,BBBBBB,simple,623.4000000000233
SS1630951612399,4,background,BBBBBB,simple,862.4000000000233
SS1630951612399,5,background,BBBBBB,simple,763.2000000000116
SS1630951612399,6,background,BBBBBB,simple,1804
SS1630952197333,1,background,BBBDBB,complex,4871.299999952316
SS1630952197333,2,background,BBBDBB,complex,4480.700000047684
SS1630952197333,3,background,BBBDBB,complex,3404.099999904633
SS1630952197333,4,deviant,BBBDBB,complex,5614.200000047684
SS1630952197333,5,background,BBBDBB,complex,5853.799999952316
SS1630952197333,6,background,BBBDBB,complex,3665.799999952316
SS1630952197333,1,background,BDBBBB,complex,4833.599999904633
SS1630952197333,2,deviant,BDBBBB,complex,4397.599999904633
SS1630952197333,3,background,BDBBBB,complex,4771.100000143051
SS1630952197333,4,background,BDBBBB,complex,4133
SS1630952197333,5,background,BDBBBB,complex,1439.7999999523165
SS1630952197333,6,background,BDBBBB,complex,2173
SS1630952197333,1,background,BBBBBB,complex,3257.400000095367
SS1630952197333,2,background,BBBBBB,complex,2038.5
SS1630952197333,3,background,BBBBBB,complex,4638.5
SS1630952197333,4,background,BBBBBB,complex,513.7000000476837
SS1630952197333,5,background,BBBBBB,complex,3320.5
SS1630952197333,6,background,BBBBBB,complex,2343.899999856949
SS1630952197333,1,background,BBBBBD,complex,11208.5
SS1630952197333,2,background,BBBBBD,complex,2428.099999904633
SS1630952197333,3,background,BBBBBD,complex,4360.099999904633
SS1630952197333,4,background,BBBBBD,complex,1584.7000000476835
SS1630952197333,5,background,BBBBBD,complex,1854.5
SS1630952197333,6,deviant,BBBBBD,complex,4433.299999952316
SS1630952197333,1,background,BBBDBB,simple,5659.5
SS1630952197333,2,background,BBBDBB,simple,3367.699999809265
SS1630952197333,3,background,BBBDBB,simple,2663
SS1630952197333,4,deviant,BBBDBB,simple,3508.2999999523163
SS1630952197333,5,background,BBBDBB,simple,2378.7000000476837
SS1630952197333,6,background,BBBDBB,simple,1947.5
SS1630952197333,1,background,BBBBBD,simple,4098.400000095367
SS1630952197333,2,background,BBBBBD,simple,1676.1999998092651
SS1630952197333,3,background,BBBBBD,simple,898.3000001907349
SS1630952197333,4,background,BBBBBD,simple,1466.2999999523165
SS1630952197333,5,background,BBBBBD,simple,1418.4000000953674
SS1630952197333,6,deviant,BBBBBD,simple,1919
SS1630952197333,1,background,BBBBBB,simple,3537.7000000476837
SS1630952197333,2,background,BBBBBB,simple,1493.7000000476835
SS1630952197333,3,background,BBBBBB,simple,1354.3999998569489
SS1630952197333,4,background,BBBBBB,simple,1437.7000000476835
SS1630952197333,5,background,BBBBBB,simple,1235.2000000476835
SS1630952197333,6,background,BBBBBB,simple,1083.5
SS1630952197333,1,background,BDBBBB,simple,3553.699999809265
SS1630952197333,2,deviant,BDBBBB,simple,3214.2000000476837
SS1630952197333,3,background,BDBBBB,simple,2164.899999856949
SS1630952197333,4,background,BDBBBB,simple,1506.5999999046326
SS1630952197333,5,background,BDBBBB,simple,1268.7000000476835
SS1630952197333,6,background,BDBBBB,simple,1343
SS1630953640951,1,background,BBBBBB,simple,3106.400000095367
SS1630953640951,2,background,BBBBBB,simple,4416.299999952316
SS1630953640951,3,background,BBBBBB,simple,3462.7999999523163
SS1630953640951,4,background,BBBBBB,simple,1260.7000000476835
SS1630953640951,5,background,BBBBBB,simple,1578
SS1630953640951,6,background,BBBBBB,simple,9134.599999904633
SS1630953640951,1,background,BBBBBB,complex,5891.299999952316
SS1630953640951,2,background,BBBBBB,complex,1728.7000000476835
SS1630953640951,3,background,BBBBBB,complex,6132.700000047684
SS1630953640951,4,background,BBBBBB,complex,5399.200000047684
SS1630953640951,5,background,BBBBBB,complex,1056.7999999523165
SS1630953640951,6,background,BBBBBB,complex,594.2999999523163
SS1630953640951,1,background,BBBDBB,complex,6866.400000095367
SS1630953640951,2,background,BBBDBB,complex,7295
SS1630953640951,3,background,BBBDBB,complex,4136.600000143051
SS1630953640951,4,deviant,BBBDBB,complex,6956.199999809265
SS1630953640951,5,background,BBBDBB,complex,3593.2000000476837
SS1630953640951,6,background,BBBDBB,complex,2509.2999999523163
SS1630953640951,1,background,BDBBBB,simple,4340.5
SS1630953640951,2,deviant,BDBBBB,simple,3857.5
SS1630953640951,3,background,BDBBBB,simple,3413.2000000476837
SS1630953640951,4,background,BDBBBB,simple,1318.8999998569489
SS1630953640951,5,background,BDBBBB,simple,2730.400000095367
SS1630953640951,6,background,BDBBBB,simple,4595.900000095367
SS1630953640951,1,background,BBBBBD,simple,3442.7000000476837
SS1630953640951,2,background,BBBBBD,simple,3421.900000095367
SS1630953640951,3,background,BBBBBD,simple,2995.7999999523163
SS1630953640951,4,background,BBBBBD,simple,1283.5
SS1630953640951,5,background,BBBBBD,simple,1244.7000000476835
SS1630953640951,6,deviant,BBBBBD,simple,3581.100000143051
SS1630953640951,1,background,BBBBBD,complex,5292
SS1630953640951,2,background,BBBBBD,complex,3801.900000095367
SS1630953640951,3,background,BBBBBD,complex,697.2000000476837
SS1630953640951,4,background,BBBBBD,complex,1775.0999999046326
SS1630953640951,5,background,BBBBBD,complex,2991.5
SS1630953640951,6,deviant,BBBBBD,complex,5712.200000047684
SS1630953640951,1,background,BDBBBB,complex,4346.800000190735
SS1630953640951,2,deviant,BDBBBB,complex,4336.700000047684
SS1630953640951,3,background,BDBBBB,complex,3923.399999856949
SS1630953640951,4,background,BDBBBB,complex,1217.7999999523165
SS1630953640951,5,background,BDBBBB,complex,2122.7000000476837
SS1630953640951,6,background,BDBBBB,complex,3126.7999999523163
SS1630953640951,1,background,BBBDBB,simple,4595.5
SS1630953640951,2,background,BBBDBB,simple,1933.3999998569489
SS1630953640951,3,background,BBBDBB,simple,859.9000000953674
SS1630953640951,4,deviant,BBBDBB,simple,4343.5
SS1630953640951,5,background,BBBDBB,simple,1021.1999998092653
SS1630953640951,6,background,BBBDBB,simple,1424.8999998569489
SS1630953683773,1,background,BDBBBB,complex,12382
SS1630953683773,2,deviant,BDBBBB,complex,13286
SS1630953683773,3,background,BDBBBB,complex,9012
SS1630953683773,4,background,BDBBBB,complex,5463
SS1630953683773,5,background,BDBBBB,complex,6725
SS1630953683773,6,background,BDBBBB,complex,2298
SS1630953683773,1,background,BBBDBB,simple,12932
SS1630953683773,2,background,BBBDBB,simple,9009
SS1630953683773,3,background,BBBDBB,simple,10596
SS1630953683773,4,deviant,BBBDBB,simple,13552
SS1630953683773,5,background,BBBDBB,simple,12385
SS1630953683773,6,background,BBBDBB,simple,8602
SS1630953683773,1,background,BBBBBD,simple,8078
SS1630953683773,2,background,BBBBBD,simple,3558
SS1630953683773,3,background,BBBBBD,simple,6374
SS1630953683773,4,background,BBBBBD,simple,5972
SS1630953683773,5,background,BBBBBD,simple,5561
SS1630953683773,6,deviant,BBBBBD,simple,12674
SS1630953683773,1,background,BBBBBD,complex,8929
SS1630953683773,2,background,BBBBBD,complex,6893
SS1630953683773,3,background,BBBBBD,complex,8826
SS1630953683773,4,background,BBBBBD,complex,6417
SS1630953683773,5,background,BBBBBD,complex,6341
SS1630953683773,6,deviant,BBBBBD,complex,9125
SS1630953683773,1,background,BBBBBB,simple,7535
SS1630953683773,2,background,BBBBBB,simple,4266
SS1630953683773,3,background,BBBBBB,simple,4819
SS1630953683773,4,background,BBBBBB,simple,4340
SS1630953683773,5,background,BBBBBB,simple,4994
SS1630953683773,6,background,BBBBBB,simple,5221
SS1630953683773,1,background,BDBBBB,simple,6451
SS1630953683773,2,deviant,BDBBBB,simple,7552
SS1630953683773,3,background,BDBBBB,simple,7484
SS1630953683773,4,background,BDBBBB,simple,4566
SS1630953683773,5,background,BDBBBB,simple,5219
SS1630953683773,6,background,BDBBBB,simple,4493
SS1630953683773,1,background,BBBDBB,complex,5473
SS1630953683773,2,background,BBBDBB,complex,3663
SS1630953683773,3,background,BBBDBB,complex,3817
SS1630953683773,4,deviant,BBBDBB,complex,5303
SS1630953683773,5,background,BBBDBB,complex,4464
SS1630953683773,6,background,BBBDBB,complex,4360
SS1630953683773,1,background,BBBBBB,complex,4038
SS1630953683773,2,background,BBBBBB,complex,3626
SS1630953683773,3,background,BBBBBB,complex,1091
SS1630953683773,4,background,BBBBBB,complex,4456
SS1630953683773,5,background,BBBBBB,complex,3781
SS1630953683773,6,background,BBBBBB,complex,3948
SS1630953806048,1,background,BDBBBB,simple,5153.700000047684
SS1630953806048,2,deviant,BDBBBB,simple,5806.399999976158
SS1630953806048,3,background,BDBBBB,simple,5474
SS1630953806048,4,background,BDBBBB,simple,2251
SS1630953806048,5,background,BDBBBB,simple,1566.2999999523165
SS1630953806048,6,background,BDBBBB,simple,2230.7999999523163
SS1630953806048,1,background,BBBDBB,complex,4302.199999928474
SS1630953806048,2,background,BBBDBB,complex,5091.799999952316
SS1630953806048,3,background,BBBDBB,complex,6451.600000023842
