subject,total_rt,block_type,background_stimulus,deviant_stimulus,background_type,deviant_type,violation_type,total_trial_number,trial_number,block_number,animacy,number,pose,trial_type
SS1682398102127,2598,deviant_block,media/padded_stims/inanimate_008_right.png,media/padded_stims/animate_012_right.png,inanimate_pair_right,animate_pair_right,animacy,6,6,10,inanimate,pair,right,deviant
SS1682398102127,2510,deviant_block,media/padded_stims/animate_011_right.png,media/padded_stims/animate_006_right.png,animate_single_right,animate_single_right,identity,6,1,11,animate,single,right,background
SS1682398102127,2788,deviant_block,media/padded_stims/animate_011_right.png,media/padded_stims/animate_006_right.png,animate_single_right,animate_single_right,identity,6,2,11,animate,single,right,background
SS1682398102127,2528,deviant_block,media/padded_stims/animate_011_right.png,media/padded_stims/animate_006_right.png,animate_single_right,animate_single_right,identity,6,3,11,animate,single,right,background
SS1682398102127,2752,deviant_block,media/padded_stims/animate_011_right.png,media/padded_stims/animate_006_right.png,animate_single_right,animate_single_right,identity,6,4,11,animate,single,right,background
SS1682398102127,3767,deviant_block,media/padded_stims/animate_011_right.png,media/padded_stims/animate_006_right.png,animate_single_right,animate_single_right,identity,6,5,11,animate,single,right,background
SS1682398102127,7915,deviant_block,media/padded_stims/animate_011_right.png,media/padded_stims/animate_006_right.png,animate_single_right,animate_single_right,identity,6,6,11,animate,single,right,deviant
SS1682398102127,2225,deviant_block,media/padded_stims/inanimate_006_left.png,media/padded_stims/inanimate_003_left.png,inanimate_single_left,inanimate_pair_left,number,6,1,12,inanimate,single,left,background
SS1682398102127,2765,deviant_block,media/padded_stims/inanimate_006_left.png,media/padded_stims/inanimate_003_left.png,inanimate_single_left,inanimate_pair_left,number,6,2,12,inanimate,single,left,background
SS1682398102127,3685,deviant_block,media/padded_stims/inanimate_006_left.png,media/padded_stims/inanimate_003_left.png,inanimate_single_left,inanimate_pair_left,number,6,3,12,inanimate,single,left,background
SS1682398102127,4146,deviant_block,media/padded_stims/inanimate_006_left.png,media/padded_stims/inanimate_003_left.png,inanimate_single_left,inanimate_pair_left,number,6,4,12,inanimate,single,left,background
SS1682398102127,3145,deviant_block,media/padded_stims/inanimate_006_left.png,media/padded_stims/inanimate_003_left.png,inanimate_single_left,inanimate_pair_left,number,6,5,12,inanimate,single,left,background
SS1682398102127,1865,deviant_block,media/padded_stims/inanimate_006_left.png,media/padded_stims/inanimate_003_left.png,inanimate_single_left,inanimate_pair_left,number,6,6,12,inanimate,single,left,deviant
SS1682398102127,2457,deviant_block,media/padded_stims/inanimate_004_right.png,media/padded_stims/inanimate_005_right.png,inanimate_single_right,inanimate_pair_right,number,2,1,13,inanimate,single,right,background
SS1682398102127,1752,deviant_block,media/padded_stims/inanimate_004_right.png,media/padded_stims/inanimate_005_right.png,inanimate_single_right,inanimate_pair_right,number,2,2,13,inanimate,single,right,deviant
SS1682398102127,2402,deviant_block,media/padded_stims/inanimate_008_left.png,media/padded_stims/inanimate_003_right.png,inanimate_pair_left,inanimate_pair_right,pose,4,1,14,inanimate,pair,left,background
SS1682398102127,2655,deviant_block,media/padded_stims/inanimate_008_left.png,media/padded_stims/inanimate_003_right.png,inanimate_pair_left,inanimate_pair_right,pose,4,2,14,inanimate,pair,left,background
SS1682398102127,2146,deviant_block,media/padded_stims/inanimate_008_left.png,media/padded_stims/inanimate_003_right.png,inanimate_pair_left,inanimate_pair_right,pose,4,3,14,inanimate,pair,left,background
